low_review_rank,low_review_opportunity_rank,rank,nm_id,product_url,reviews_count,card_create_date,card_age_days,card_create_datetime,card_update_datetime,card_imt_id,card_imt_name,card_created_status,card_created_source,reviews_status,review_rating,wb_product_name,wb_brand,low_review_opportunity_score,sales_trend_label,db_recent14_orders,db_prev14_orders,db_orders_growth_14d_pct,db_recent7_orders,db_prev7_orders,db_orders_growth_7d_pct,db_orders_slope_last28_per_day,db_recent14_revenue,db_prev14_revenue,db_revenue_growth_14d_pct,db_orders_total,db_order_revenue_total,db_buyouts_total,db_buyout_revenue_total,db_orders_per_1000_impressions,db_order_conversion_from_clicks,db_cart_to_order_ratio,db_impressions_total,db_clicks_total,db_carts_total,novelty_relevance_score,db_period_start,db_period_end,reviews_fetched_at,reviews_source
39.0,31.0,17,169884281,https://www.wildberries.ru/catalog/169884281/detail.aspx,3401.0,2023-07-21,1074,2023-07-21T10:15:08.523101Z,2026-06-23T12:46:14.292152Z,141306040,Блендер погружной измельчитель 3 в 1 SC-HB42F35,ok,https://basket-12.wbbasket.ru/vol1698/part169884/169884281/info/ru/card.json,ok,4.8,Блендер погружной измельчитель 3 в 1 SC-HB42F35,Scarlett,46.08702127659574,stable_positive,652.0,573.0,13.787085514834208,237.0,415.0,-42.89156626506024,0.0840175150519983,1213638.0,1123177.0,8.054028884138464,3194.0,6233215.0,2702.0,5284184.0,1.2107941884911624,3.408023900981647,23.431883207394907,2637938.0,93720.0,13631.0,57.178,2026-03-29,2026-06-26,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
40.0,44.0,28,839592432,https://www.wildberries.ru/catalog/839592432/detail.aspx,3509.0,2026-02-20,129,2026-02-20T08:21:56.392641Z,2026-04-29T06:39:37.747486Z,877556446,Блендер погружной кухонный мощный,ok,https://basket-38.wbbasket.ru/vol8395/part839592/839592432/info/ru/card.json,ok,4.8,Блендер погружной кухонный мощный,AElectronic,25.539574468085103,declining,245.0,398.0,-38.44221105527639,109.0,136.0,-19.852941176470583,-0.8453749315818273,597300.0,970315.0,-38.442670679109355,2463.0,6225797.0,2326.0,5891627.0,1.5802937434354931,4.908427828374419,26.971090670170828,1558571.0,50179.0,9132.0,51.19199999999999,2026-03-29,2026-06-26,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
41.0,42.0,38,59487187,https://www.wildberries.ru/catalog/59487187/detail.aspx,3812.0,2022-01-19,1622,2022-01-19T17:52:49Z,2026-06-26T05:39:55.141326Z,791989624,Блендер погружной мощный PHB 1476 с измельчителем,ok,https://basket-04.wbbasket.ru/vol594/part59487/59487187/info/ru/card.json,ok,4.9,Блендер погружной мощный PHB 1476 с измельчителем,POLARIS,29.98712765957447,declining,181.0,214.0,-15.420560747663547,66.0,115.0,-42.608695652173914,-0.1278051450465241,869067.0,1019855.0,-14.78523907810424,1095.0,5071370.0,924.0,4262524.0,0.7688947997432803,1.796967309964553,18.682818631632827,1424122.0,60936.0,5861.0,39.904,2026-03-29,2026-06-26,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
42.0,40.0,10,13433791,https://www.wildberries.ru/catalog/13433791/detail.aspx,4530.0,2020-07-07,2183,2020-07-07T18:14:33Z,2026-04-20T11:18:00.524574Z,272258731,Блендер погружной мощный измельчитель для смузи и коктейлей,ok,https://basket-01.wbbasket.ru/vol134/part13433/13433791/info/ru/card.json,ok,4.7,Блендер погружной мощный измельчитель для смузи и коктейлей,Astix,31.67968085106383,declining,1129.0,1502.0,-24.833555259653796,362.0,767.0,-52.803129074315514,-1.5372405372405396,2522101.0,3149646.0,-19.92430260416568,5097.0,11071499.0,4243.0,9183403.0,1.6114647003235258,2.7577736537119297,20.620600372198396,3162961.0,184823.0,24718.0,63.467,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
43.0,43.0,35,271010502,https://www.wildberries.ru/catalog/271010502/detail.aspx,4635.0,2024-10-16,621,2024-10-16T18:46:57.837518Z,2026-06-18T09:48:05.310981Z,507954219,Блендер погружной мощный кухонный комбайн,ok,https://basket-17.wbbasket.ru/vol2710/part271010/271010502/info/ru/card.json,ok,4.8,Блендер погружной мощный кухонный комбайн,FELFRI,28.98723404255319,declining,239.0,259.0,-7.722007722007717,56.0,183.0,-69.39890710382514,-0.2490421455938693,1322806.0,1449709.0,-8.753687809070643,1191.0,7184169.0,1038.0,6284344.0,0.5598767237010719,2.3260810124604507,15.939507494646682,2127254.0,51202.0,7472.0,44.648,2026-03-29,2026-06-26,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
44.0,47.0,4,918057411,https://www.wildberries.ru/catalog/918057411/detail.aspx,5363.0,2026-03-27,94,2026-03-27T11:16:24.148866Z,2026-06-29T11:37:55.464039Z,1207894053,Блендер погружной мощный кухонный,ok,https://basket-40.wbbasket.ru/vol9180/part918057/918057411/info/ru/card.json,ok,5.0,Блендер погружной мощный кухонный,,11.179787234042552,declining,96.0,1083.0,-91.13573407202216,32.0,64.0,-50.0,-6.117826617826619,288002.0,3249010.0,-91.13569979778455,7841.0,23636035.0,6939.0,20916025.0,2.234257687046064,5.0858781101626755,26.51225697379543,3509443.0,154172.0,29575.0,70.64300000000001,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
45.0,46.0,16,585130046,https://www.wildberries.ru/catalog/585130046/detail.aspx,7211.0,2025-10-28,244,2025-10-28T15:50:28.860044Z,2026-06-29T10:39:05.148621Z,2850284356,Стационарный блендер для смузи и коктейлей,ok,https://basket-30.wbbasket.ru/vol5851/part585130/585130046/info/ru/card.json,ok,5.0,Стационарный блендер для смузи и коктейлей,Doxel,16.152340425531914,declining,311.0,668.0,-53.4431137724551,55.0,256.0,-78.515625,-1.8095238095238095,1838391.0,3879843.0,-52.61687135278412,3831.0,20217102.0,3040.0,15925023.0,0.9126293755170912,1.7462690649187262,18.285523364039904,4197761.0,219382.0,20951.0,57.962,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
46.0,41.0,23,17661407,https://www.wildberries.ru/catalog/17661407/detail.aspx,18438.0,2020-12-08,2029,2020-12-08T20:25:26Z,2026-06-03T07:37:08.571578Z,13151272,Блендер погружной PHB 1385 ручной с насадками,ok,https://basket-02.wbbasket.ru/vol176/part17661/17661407/info/ru/card.json,ok,4.9,Блендер погружной PHB 1385 ручной с насадками,POLARIS,31.45989361702128,declining,151.0,169.0,-10.650887573964496,92.0,59.0,55.93220338983051,-0.121510673234811,724225.0,831944.0,-12.947866683334452,1859.0,8690085.0,1665.0,7754890.0,0.9658221567603654,2.37596175966872,19.59730128610584,1924785.0,78242.0,9486.0,53.61,2026-03-29,2026-06-26,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
47.0,33.0,1,158525642,https://www.wildberries.ru/catalog/158525642/detail.aspx,23642.0,2023-04-25,1161,2023-04-25T08:29:46.709327Z,2026-06-26T10:57:18.16925Z,800572915,Блендер погружной измельчитель 3 в 1,ok,https://basket-10.wbbasket.ru/vol1585/part158525/158525642/info/ru/card.json,ok,4.7,Блендер погружной измельчитель 3 в 1,Scarlett,44.14744680851064,recovering_from_decline,1882.0,1986.0,-5.236656596173217,749.0,1133.0,-33.89232127096204,0.2820512820512795,3614942.0,3882682.0,-6.895748866376383,13517.0,26193452.0,11000.0,21384297.0,3.274276689339767,4.6913503120162705,25.128739008384304,4128240.0,288126.0,53791.0,78.565,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
,,11,695425492,https://www.wildberries.ru/catalog/695425492/detail.aspx,,2025-12-09,202,2025-12-09T13:49:53.068924Z,2026-06-29T10:39:31.354161Z,572414155,Стационарный блендер для смузи и коктейлей,ok,https://basket-33.wbbasket.ru/vol6954/part695425/695425492/info/ru/card.json,reviews_missing,,,,,declining,531.0,923.0,-42.47020585048754,208.0,323.0,-35.60371517027864,-1.402930402930404,2666872.0,3732890.0,-28.557444767994767,3426.0,14747795.0,2895.0,12331778.0,1.8513895148451611,1.8519319336634303,20.582757584860317,1850502.0,184996.0,16645.0,63.453,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
,,14,933956465,https://www.wildberries.ru/catalog/933956465/detail.aspx,,2026-04-02,88,2026-04-02T15:38:22.294865Z,2026-06-29T10:39:31.354161Z,572414155,Стационарный блендер для смузи и коктейлей,ok,https://basket-40.wbbasket.ru/vol9339/part933956/933956465/info/ru/card.json,reviews_missing,,,,,declining,563.0,926.0,-39.20086393088553,193.0,370.0,-47.83783783783784,-1.4230769230769238,2409956.0,3648291.0,-33.94287900828087,3460.0,13163580.0,2723.0,10291814.0,0.9043557536890396,1.781980367314566,15.47198497518222,3825928.0,194166.0,22363.0,58.54699999999998,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
,,15,883929252,https://www.wildberries.ru/catalog/883929252/detail.aspx,,2026-03-13,108,2026-03-13T08:57:15.027963Z,2026-06-29T10:39:31.354161Z,572414155,Блендер стационарный для коктейлей и смузи,ok,https://basket-39.wbbasket.ru/vol8839/part883929/883929252/info/ru/card.json,reviews_missing,,,,,declining,674.0,1841.0,-63.38946224877784,154.0,520.0,-70.38461538461537,-5.24053724053724,2469335.0,5295154.0,-53.36613439382499,4338.0,13517473.0,3048.0,9408528.0,1.8910348904219825,2.0242650489967335,18.61163548996053,2293982.0,214300.0,23308.0,58.51,2026-03-28,2026-06-25,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
