rtccb_opportunity_rank,rtccb_opportunity_score,rtccb_market_strength_rank,rtccb_market_strength_score,nm_id,product_url,reviews_count,card_create_date,card_age_days,card_create_datetime,card_update_datetime,card_imt_id,card_imt_name,card_created_status,card_created_source,reviews_status,wb_product_name,wb_brand,review_rating,sales_trend_label,reviews_barrier_component,reviews_trust_component,trend_component,clicks_component,order_conversion_component,buyout_component,db_recent14_orders,db_prev14_orders,db_orders_growth_14d_pct,db_orders_growth_7d_pct,db_orders_slope_last28_per_day,recent14_clicks,prev14_clicks,clicks_growth_14d_pct,db_clicks_total,db_order_conversion_from_clicks,recent14_order_conversion,db_buyouts_total,db_buyout_revenue_total,recent14_buyout_rate,db_orders_total,db_order_revenue_total,novelty_relevance_score,reviews_fetched_at,reviews_source
39.0,38.74723404255319,39.0,39.598297872340424,476029226,https://www.wildberries.ru/catalog/476029226/detail.aspx,1527.0,2025-07-23,341,2025-07-23T11:26:33.860416Z,2026-06-29T08:24:16.04088Z,676253599,Блендер погружной мощный 8 в 1 для измельчения и смешивания,ok,https://basket-26.wbbasket.ru/vol4760/part476029/476029226/info/ru/card.json,ok,Блендер погружной мощный 8 в 1 для измельчения и смешивания,Luxento,4.9,declining,0.4893617021276595,0.5319148936170213,0.467,0.344,0.248,0.363,129.0,189.0,-31.746031746031743,-1.538461538461533,-0.3448275862068962,10772.0,10520.0,2.395437262357425,55157.0,1.307177692767917,1.1975492016338656,645.0,4705747.0,88.37209302325581,721.0,5258199.0,31.205000000000005,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
32.0,45.15648936170213,40.0,39.1990425531915,678869210,https://www.wildberries.ru/catalog/678869210/detail.aspx,730.0,2025-12-02,209,2025-12-02T11:28:38.113735Z,2026-06-06T06:40:25.797557Z,693879387,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, черный",ok,https://basket-33.wbbasket.ru/vol6788/part678869/678869210/info/ru/card.json,ok,"Блендер-суповарка с нагревом DeMixi 7 в 1, черный",DEMIAND,4.9,declining,0.6595744680851063,0.3617021276595745,0.5770000000000001,0.627,0.064,0.248,197.0,210.0,-6.190476190476191,-25.663716814159287,-0.02991452991453,20922.0,34854.0,-39.972456532966085,222308.0,0.6216600392248592,0.9415925819711308,1093.0,20734628.0,60.913705583756354,1382.0,26376411.0,46.778,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
15.0,56.904999999999994,41.0,37.33053191489362,985437161,https://www.wildberries.ru/catalog/985437161/detail.aspx,110.0,2026-04-23,67,2026-04-23T10:57:38.698774Z,2026-06-26T05:39:49.082311Z,791989624,Блендер ручной PHB 1599,ok,https://basket-41.wbbasket.ru/vol9854/part985437/985437161/info/ru/card.json,ok,Блендер ручной PHB 1599,POLARIS,4.9,declining,1.0,0.0212765957446808,0.464,0.544,0.428,0.391,340.0,396.0,-14.141414141414144,-50.877192982456144,-0.3880678708264909,21095.0,19160.0,10.099164926931104,53760.0,1.9308035714285716,1.6117563403650152,833.0,3115078.0,90.88235294117646,1038.0,3889662.0,37.190999999999995,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
33.0,43.838617021276605,42.0,34.47691489361703,923532421,https://www.wildberries.ru/catalog/923532421/detail.aspx,601.0,2026-03-30,91,2026-03-30T05:38:10.718913Z,2026-06-22T19:57:37.616342Z,2234441453,Блендер для смузи и коктейлей портативный беспроводной,ok,https://basket-40.wbbasket.ru/vol9235/part923532/923532421/info/ru/card.json,ok,Блендер для смузи и коктейлей портативный беспроводной,Kenneth,4.9,declining,0.7446808510638298,0.2765957446808511,0.325,0.27,0.432,0.452,192.0,266.0,-27.819548872180455,-46.4,-0.3289545703338804,11164.0,14678.0,-23.940591361220875,43828.0,1.9302728849137536,1.719813686850591,684.0,2639046.0,98.4375,846.0,3263596.0,32.452999999999996,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
31.0,46.10787234042553,43.0,29.93765957446809,876439200,https://www.wildberries.ru/catalog/876439200/detail.aspx,202.0,2026-03-10,111,2026-03-10T08:04:38.077271Z,2026-05-28T14:50:12.612Z,981947849,Блендер погружной 3в1 со стальной насадкой 2000Вт,ok,https://basket-39.wbbasket.ru/vol8764/part876439/876439200/info/ru/card.json,ok,Блендер погружной 3в1 со стальной насадкой 2000Вт,STINGRAY,4.8,low_sales_base,0.9148936170212766,0.1063829787234042,0.078,0.02,0.76,0.6839999999999999,38.0,650.0,-94.15384615384616,-48.0,-3.8598795840175137,1654.0,12688.0,-86.9640605296343,24537.0,5.799404980233932,2.2974607013301087,1210.0,1809130.0,197.36842105263156,1423.0,2144610.0,33.224,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
35.0,42.84734042553192,44.0,27.528191489361703,768319065,https://www.wildberries.ru/catalog/768319065/detail.aspx,225.0,2026-01-20,160,2026-01-20T08:03:03.51373Z,2026-06-26T05:39:55.141326Z,791989624,Блендер стационарный мощный со стеклянной чашей PTB 1037G,ok,https://basket-35.wbbasket.ru/vol7683/part768319/768319065/info/ru/card.json,ok,Блендер стационарный мощный со стеклянной чашей PTB 1037G,POLARIS,4.9,declining,0.8936170212765957,0.1276595744680851,0.385,0.478,0.072,0.29,121.0,176.0,-31.25,-22.058823529411764,-0.2504105090311983,14855.0,17821.0,-16.643286010886037,110040.0,1.1014176663031623,0.8145405587344329,966.0,7100718.0,80.16528925619835,1212.0,8928357.0,32.82000000000001,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
46.0,30.62095744680852,45.0,25.514574468085105,960472797,https://www.wildberries.ru/catalog/960472797/detail.aspx,744.0,2026-04-12,78,2026-04-12T21:28:42.709644Z,2026-06-26T15:34:02.225082Z,561399930,Блендер стационарный мощный для смузи коктейлей измельчения,ok,https://basket-40.wbbasket.ru/vol9604/part960472/960472797/info/ru/card.json,ok,Блендер стационарный мощный для смузи коктейлей измельчения,,5.0,declining,0.6382978723404256,0.3829787234042553,0.152,0.119,0.136,0.597,75.0,144.0,-47.916666666666664,-70.6896551724138,-0.4036672140120412,6715.0,12894.0,-47.921513882425934,46695.0,1.060070671378092,1.1169024571854058,393.0,3172423.0,116.0,495.0,4003048.0,15.065,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
38.0,40.20840425531916,46.0,23.187127659574468,683481319,https://www.wildberries.ru/catalog/683481319/detail.aspx,150.0,2025-12-04,207,2025-12-04T06:39:43.706894Z,2026-05-27T11:39:09.3464Z,699426059,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, черный",ok,https://basket-33.wbbasket.ru/vol6834/part683481/683481319/info/ru/card.json,ok,"Блендер-суповарка с нагревом DeMixi 7 в 1, черный",DEMIAND,4.9,declining,0.9361702127659576,0.0851063829787234,0.456,0.17,0.068,0.355,59.0,73.0,-19.17808219178082,-36.111111111111114,-0.0870279146141213,6766.0,7521.0,-10.038558702300229,40802.0,0.9190725944806628,0.8720070942950044,310.0,5928174.0,88.13559322033898,375.0,7193155.0,21.521,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
43.0,35.67393617021277,47.0,17.801595744680853,692985933,https://www.wildberries.ru/catalog/692985933/detail.aspx,136.0,2025-12-08,203,2025-12-08T12:22:13.098152Z,2026-06-22T13:59:47.074832Z,699426059,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, белый",ok,https://basket-33.wbbasket.ru/vol6929/part692985/692985933/info/ru/card.json,ok,"Блендер-суповарка с нагревом DeMixi 7 в 1, белый",DEMIAND,4.9,low_sales_base,0.9574468085106383,0.0638297872340425,0.436,0.075,0.108,0.131,44.0,54.0,-18.518518518518523,-37.03703703703704,-0.078270388615216,4099.0,6195.0,-33.83373688458434,37280.0,0.8825107296137339,1.0734325445230544,286.0,5430621.0,72.72727272727273,329.0,6298931.0,23.919,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
,,,,695425492,https://www.wildberries.ru/catalog/695425492/detail.aspx,,2025-12-09,202,2025-12-09T13:49:53.068924Z,2026-06-29T10:39:31.354161Z,572414155,Стационарный блендер для смузи и коктейлей,ok,https://basket-33.wbbasket.ru/vol6954/part695425/695425492/info/ru/card.json,reviews_missing,,,,declining,0.0,0.0,0.233,0.753,0.4,0.847,531.0,923.0,-42.47020585048754,-35.60371517027864,-1.402930402930404,34361.0,41435.0,-17.0725232291541,184996.0,1.8519319336634303,1.5453566543464974,2895.0,12331778.0,105.64971751412428,3426.0,14747795.0,63.453,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
,,,,933956465,https://www.wildberries.ru/catalog/933956465/detail.aspx,,2026-04-02,88,2026-04-02T15:38:22.294865Z,2026-06-29T10:39:31.354161Z,572414155,Стационарный блендер для смузи и коктейлей,ok,https://basket-40.wbbasket.ru/vol9339/part933956/933956465/info/ru/card.json,reviews_missing,,,,declining,0.0,0.0,0.23,0.8899999999999999,0.272,0.837,563.0,926.0,-39.20086393088553,-47.83783783783784,-1.4230769230769238,48489.0,49551.0,-2.1432463522431444,194166.0,1.781980367314566,1.161088081832993,2723.0,10291814.0,107.46003552397868,3460.0,13163580.0,58.54699999999998,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
,,,,883929252,https://www.wildberries.ru/catalog/883929252/detail.aspx,,2026-03-13,108,2026-03-13T08:57:15.027963Z,2026-06-29T10:39:31.354161Z,572414155,Блендер стационарный для коктейлей и смузи,ok,https://basket-39.wbbasket.ru/vol8839/part883929/883929252/info/ru/card.json,reviews_missing,,,,declining,0.0,0.0,0.073,0.815,0.4,0.865,674.0,1841.0,-63.38946224877784,-70.38461538461537,-5.24053724053724,45840.0,69659.0,-34.19371509783373,214300.0,2.0242650489967335,1.470331588132635,3048.0,9408528.0,108.9020771513353,4338.0,13517473.0,58.51,2026-06-29T13:12:05+00:00,https://card.wb.ru/cards/v4/detail
