rank,nm_id,product_name,product_url,reviews_count,card_create_date,card_age_days,card_create_datetime,card_update_datetime,card_imt_id,card_imt_name,card_created_status,card_created_source,feedbacks_count_raw,review_rating,wb_product_name,wb_brand,reviews_source,reviews_fetched_at,novelty_relevance_score,demand_score,efficiency_score,quality_score,momentum_score,price_score,orders_total,order_amount_total,buyouts_total,buyout_amount_total,impressions_total,clicks_total,carts_total,orders_per_1000_impressions,ctr_calc,cart_conv_calc,order_conv_calc,buyout_rate_calc,cancel_rate_calc,median_price,avg_position,recent14_orders,orders_growth_14d,impressions_growth_14d,zero_order_day_share,days
32,678869210,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, черный",https://www.wildberries.ru/catalog/678869210/detail.aspx,730.0,2025-12-02,209,2025-12-02T11:28:38.113735Z,2026-06-06T06:40:25.797557Z,693879387,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, черный",ok,https://basket-33.wbbasket.ru/vol6788/part678869/678869210/info/ru/card.json,730.0,4.9,"Блендер-суповарка с нагревом DeMixi 7 в 1, черный",DEMIAND,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,46.778,0.6898,0.3971999999999999,0.251,0.5559999999999999,0.06,1382.0,26376411.0,1093.0,20734628.0,2488325.0,222308.0,26018.0,0.5553936885254137,8.934041976028052,11.703582417186963,0.6216600392248592,79.08827785817655,18.958031837916064,13486.0,6.011111111111111,197.0,0.0096153846153845,0.0655359763345155,0.0,90
33,961659889,,https://www.wildberries.ru/catalog/961659889/detail.aspx,133.0,2026-04-13,77,2026-04-13T10:02:30.918816Z,2026-06-22T11:51:10.873835Z,583423482,Блендер погружной мощный с чашей и стаканом 6в1,ok,https://basket-41.wbbasket.ru/vol9616/part961659/961659889/info/ru/card.json,133.0,4.8,Блендер погружной мощный с чашей и стаканом 6в1,Bocsh,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,46.693,0.2748,0.5760000000000001,0.55,0.4149999999999999,0.82,1568.0,5012947.0,1323.0,4229680.0,733034.0,58996.0,7039.0,2.1390549415170375,8.048194217457853,11.931317377449318,2.6578073089701,84.375,9.821428571428571,3164.0,13.242424242424242,376.0,-0.1371681415929203,-0.4487197629492407,0.2777777777777778,90
34,306190443,,https://www.wildberries.ru/catalog/306190443/detail.aspx,2122.0,2024-12-23,553,2024-12-23T14:53:14.577141Z,2026-06-18T09:54:08.19399Z,391886783,Блендер погружной кухонный комбайн с кубикорезом 12 в 1,ok,https://basket-19.wbbasket.ru/vol3061/part306190/306190443/info/ru/card.json,2122.0,4.8,Блендер погружной кухонный комбайн с кубикорезом 12 в 1,FELFRI,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,46.547,0.4942,0.3864,0.51,0.716,0.12,1382.0,11120551.0,1164.0,9439656.0,1968800.0,80612.0,10406.0,0.701950426655831,4.094473791141812,12.908748077209347,1.7143849550935346,84.22575976845152,13.89290882778582,6251.0,10.555555555555555,325.0,0.3399209486166007,0.8503289573233104,0.0,90
35,271010502,,https://www.wildberries.ru/catalog/271010502/detail.aspx,4635.0,2024-10-16,621,2024-10-16T18:46:57.837518Z,2026-06-18T09:48:05.310981Z,507954219,Блендер погружной мощный кухонный комбайн,ok,https://basket-17.wbbasket.ru/vol2710/part271010/271010502/info/ru/card.json,4635.0,4.8,Блендер погружной мощный кухонный комбайн,FELFRI,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,44.648,0.3548,0.423,0.659,0.598,0.28,1191.0,7184169.0,1038.0,6284344.0,2127254.0,51202.0,7472.0,0.5598767237010719,2.4069528133452796,14.59317995390805,2.3260810124604507,87.1536523929471,12.594458438287154,4673.0,12.066666666666666,239.0,-0.0732600732600731,2.7879106583204507,0.0,90
36,618438907,,https://www.wildberries.ru/catalog/618438907/detail.aspx,565.0,2025-11-14,227,2025-11-14T17:14:00.085653Z,2026-06-29T08:35:21.05299Z,634186171,Блендер погружной мощный 8в1 для измельчения и смешивания,ok,https://basket-31.wbbasket.ru/vol6184/part618438/618438907/info/ru/card.json,565.0,5.0,Блендер погружной мощный 8в1 для измельчения и смешивания,LUMERO,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,43.071,0.4576,0.2067999999999999,0.714,0.6249999999999999,0.18,1106.0,8137322.0,937.0,6884705.0,3052406.0,92764.0,11238.0,0.3623371202913374,3.0390452646207615,12.114613427622784,1.192272864473287,84.71971066907776,10.669077757685352,5424.5,29.455555555555556,262.0,0.0656370656370656,0.32454708996331,0.0,90
37,1032349251,,https://www.wildberries.ru/catalog/1032349251/detail.aspx,231.0,2026-05-15,45,2026-05-15T15:03:25.654525Z,2026-06-25T16:22:25.669426Z,2046630038,Портативный блендер для смузи и коктейлей,ok,https://basket-41.wbbasket.ru/vol10323/part1032349/1032349251/info/ru/card.json,231.0,4.9,Портативный блендер для смузи и коктейлей,,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,39.965,0.252,0.6212,0.201,0.48,0.54,1420.0,3553263.0,1057.0,2661808.0,450840.0,82782.0,17325.0,3.149676160056783,18.3617247804099,20.928462709284627,1.7153487473122175,74.43661971830986,13.309859154929576,1777.5,14.13953488372093,441.0,-0.1697080291970803,1.056759847213099,0.5555555555555556,90
38,59487187,,https://www.wildberries.ru/catalog/59487187/detail.aspx,3812.0,2022-01-19,1622,2022-01-19T17:52:49Z,2026-06-26T05:39:55.141326Z,791989624,Блендер погружной мощный PHB 1476 с измельчителем,ok,https://basket-04.wbbasket.ru/vol594/part59487/59487187/info/ru/card.json,3812.0,4.9,Блендер погружной мощный PHB 1476 с измельчителем,POLARIS,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,39.904,0.2164,0.3412,0.6129999999999999,0.507,0.7,1095.0,5071370.0,924.0,4262524.0,1424122.0,60936.0,5861.0,0.7688947997432803,4.278846896543976,9.618288039910723,1.796967309964553,84.38356164383562,12.237442922374427,3457.0,15.555555555555555,181.0,-0.1447368421052632,0.101795402979185,0.0,90
39,1088308702,,https://www.wildberries.ru/catalog/1088308702/detail.aspx,403.0,2026-05-26,34,2026-05-26T10:21:26.792906Z,2026-06-25T13:25:23.270083Z,1094330875,Погружной блендер кухонный 4 в 1,ok,https://basket-42.wbbasket.ru/vol10883/part1088308/1088308702/info/ru/card.json,403.0,4.9,Погружной блендер кухонный 4 в 1,,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,39.739999999999995,0.066,0.4787999999999999,0.372,0.712,0.92,928.0,2650560.0,634.0,1782690.0,450280.0,30992.0,4137.0,2.0609398596428887,6.882828462290131,13.348606091894682,2.994321115126484,68.31896551724138,4.202586206896552,2660.0,38.56521739130435,759.0,3.224043715846995,4.539851283838735,0.7555555555555555,90
40,251022820,,https://www.wildberries.ru/catalog/251022820/detail.aspx,2346.0,2024-08-08,690,2024-08-08T14:35:52.493712Z,2026-06-29T08:30:47.858468Z,658124207,Блендер погружной мощный 8 в 1 для измельчения и смешивания,ok,https://basket-16.wbbasket.ru/vol2510/part251022/251022820/info/ru/card.json,2346.0,4.9,Блендер погружной мощный 8 в 1 для измельчения и смешивания,Tech & Design,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,39.690999999999995,0.3876,0.1783999999999999,0.892,0.419,0.2,1018.0,7444765.0,927.0,6779985.0,2274505.0,85455.0,8501.0,0.4475699108157599,3.757081211076696,9.947925808905271,1.191270259200749,91.06090373280942,10.31434184675835,5407.0,24.866666666666667,122.0,-0.1904761904761905,-0.1826178253760197,0.0,90
41,411849417,,https://www.wildberries.ru/catalog/411849417/detail.aspx,2836.0,2025-05-06,419,2025-05-06T16:20:15.380184Z,2026-06-10T13:03:21.337699Z,1208250931,Погружной блендер 7в1 кухонный комбайн,ok,https://basket-23.wbbasket.ru/vol4118/part411849/411849417/info/ru/card.json,2836.0,4.9,Погружной блендер 7в1 кухонный комбайн,GORIZZ,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,39.447,0.2452,0.3964000000000001,0.8530000000000001,0.384,0.24,994.0,6711947.0,895.0,6038626.0,1145048.0,54750.0,6734.0,0.8680858793692492,4.781458943205874,12.299543378995434,1.815525114155251,90.04024144869214,10.663983903420524,4935.0,20.64444444444445,106.0,-0.2982456140350877,0.0539503974882951,0.0111111111111111,90
42,985437161,,https://www.wildberries.ru/catalog/985437161/detail.aspx,110.0,2026-04-23,67,2026-04-23T10:57:38.698774Z,2026-06-26T05:39:49.082311Z,791989624,Блендер ручной PHB 1599,ok,https://basket-41.wbbasket.ru/vol9854/part985437/985437161/info/ru/card.json,110.0,4.9,Блендер ручной PHB 1599,POLARIS,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,37.190999999999995,0.1635999999999999,0.3316,0.4599999999999999,0.425,0.99,1038.0,3889662.0,833.0,3115078.0,1410504.0,53760.0,5496.0,0.7359071650984329,3.811403583399976,10.223214285714285,1.9308035714285716,80.2504816955684,9.344894026974952,2735.5,17.836363636363636,340.0,-0.1365853658536585,-0.1607433367469471,0.4222222222222222,90
43,692973678,,https://www.wildberries.ru/catalog/692973678/detail.aspx,454.0,2025-12-08,203,2025-12-08T12:16:42.667153Z,2026-06-22T14:50:54.110588Z,693879387,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, белый",ok,https://basket-33.wbbasket.ru/vol6929/part692973/692973678/info/ru/card.json,454.0,4.9,"Блендер-суповарка с нагревом DeMixi 7 в 1, белый",DEMIAND,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,36.553,0.5228,0.3727999999999999,0.09,0.479,0.04,992.0,19274719.0,633.0,12146785.0,1628777.0,203793.0,21923.0,0.6090459283253631,12.512025894275276,10.757484310059716,0.4867684365998832,63.81048387096774,31.451612903225808,13514.5,5.622222222222222,128.0,-0.1497005988023952,1.3359161044686394,0.0,90
44,876439200,,https://www.wildberries.ru/catalog/876439200/detail.aspx,202.0,2026-03-10,111,2026-03-10T08:04:38.077271Z,2026-05-28T14:50:12.612Z,981947849,Блендер погружной 3в1 со стальной насадкой 2000Вт,ok,https://basket-39.wbbasket.ru/vol8764/part876439/876439200/info/ru/card.json,202.0,4.8,Блендер погружной 3в1 со стальной насадкой 2000Вт,STINGRAY,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,33.224,0.1584,0.7184,0.42,0.0279999999999999,0.3,1423.0,2144610.0,1210.0,1809130.0,353102.0,24537.0,4919.0,4.029996998034562,6.948983579815464,20.047275543057424,5.799404980233932,85.03162333099087,12.508784258608577,1096.0,235.4262295081967,38.0,-0.9216867469879518,-0.8399333589645008,0.5,90
45,768319065,,https://www.wildberries.ru/catalog/768319065/detail.aspx,225.0,2026-01-20,160,2026-01-20T08:03:03.51373Z,2026-06-26T05:39:55.141326Z,791989624,Блендер стационарный мощный со стеклянной чашей PTB 1037G,ok,https://basket-35.wbbasket.ru/vol7683/part768319/768319065/info/ru/card.json,225.0,4.9,Блендер стационарный мощный со стеклянной чашей PTB 1037G,POLARIS,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,32.82000000000001,0.52,0.1716,0.275,0.307,0.16,1212.0,8928357.0,966.0,7100718.0,4533528.0,110040.0,12318.0,0.2673414612196064,2.427248712261179,11.194111232279171,1.1014176663031623,79.70297029702971,15.18151815181518,5472.0,22.5,121.0,-0.2894736842105263,-0.0352033620781621,0.0555555555555555,90
46,923532421,,https://www.wildberries.ru/catalog/923532421/detail.aspx,601.0,2026-03-30,91,2026-03-30T05:38:10.718913Z,2026-06-22T19:57:37.616342Z,2234441453,Блендер для смузи и коктейлей портативный беспроводной,ok,https://basket-40.wbbasket.ru/vol9235/part923532/923532421/info/ru/card.json,601.0,4.9,Блендер для смузи и коктейлей портативный беспроводной,Kenneth,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,32.452999999999996,0.0988,0.3312,0.404,0.317,0.99,846.0,3263596.0,684.0,2639046.0,980750.0,43828.0,4459.0,0.862605149120571,4.468824878919195,10.173861458428402,1.9302728849137536,80.85106382978722,11.583924349881796,2772.0,12.826666666666666,192.0,-0.2642857142857143,-0.03067406593543,0.2222222222222222,90
47,476029226,,https://www.wildberries.ru/catalog/476029226/detail.aspx,1527.0,2025-07-23,341,2025-07-23T11:26:33.860416Z,2026-06-29T08:24:16.04088Z,676253599,Блендер погружной мощный 8 в 1 для измельчения и смешивания,ok,https://basket-26.wbbasket.ru/vol4760/part476029/476029226/info/ru/card.json,1527.0,4.9,Блендер погружной мощный 8 в 1 для измельчения и смешивания,Luxento,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,31.205000000000005,0.2159999999999999,0.1792,0.7560000000000001,0.375,0.22,721.0,5258199.0,645.0,4705747.0,2120927.0,55157.0,6243.0,0.3399456935575812,2.60060813031283,11.318599633772685,1.307177692767917,89.45908460471568,10.540915395284326,5363.0,32.044444444444444,129.0,-0.2955665024630542,0.9559954864461564,0.0222222222222222,90
48,692985933,,https://www.wildberries.ru/catalog/692985933/detail.aspx,136.0,2025-12-08,203,2025-12-08T12:22:13.098152Z,2026-06-22T13:59:47.074832Z,699426059,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, белый",ok,https://basket-33.wbbasket.ru/vol6929/part692985/692985933/info/ru/card.json,136.0,4.9,"Блендер-суповарка с нагревом DeMixi 7 в 1, белый",DEMIAND,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,23.919,0.1144,0.284,0.519,0.282,0.08,329.0,6298931.0,286.0,5430621.0,705535.0,37280.0,3827.0,0.4663127980893932,5.283933468927835,10.265557939914164,0.8825107296137339,86.93009118541033,13.069908814589663,13415.0,6.8,44.0,-0.1470588235294117,-0.2443418173641561,0.0666666666666666,90
49,683481319,,https://www.wildberries.ru/catalog/683481319/detail.aspx,150.0,2025-12-04,207,2025-12-04T06:39:43.706894Z,2026-05-27T11:39:09.3464Z,699426059,"Блендер-суповарка с нагревом DEMIAND DeMixi 7 в 1, черный",ok,https://basket-33.wbbasket.ru/vol6834/part683481/683481319/info/ru/card.json,150.0,4.9,"Блендер-суповарка с нагревом DeMixi 7 в 1, черный",DEMIAND,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,21.521,0.1696,0.2344,0.299,0.336,0.02,375.0,7193155.0,310.0,5928174.0,855250.0,40802.0,4076.0,0.4384682841274481,4.7707687810581705,9.989706386941815,0.9190725944806628,82.66666666666667,15.466666666666669,13587.0,7.5777777777777775,59.0,-0.160919540229885,0.5885612819154269,0.1111111111111111,90
50,960472797,,https://www.wildberries.ru/catalog/960472797/detail.aspx,744.0,2026-04-12,78,2026-04-12T21:28:42.709644Z,2026-06-26T15:34:02.225082Z,561399930,Блендер стационарный мощный для смузи коктейлей измельчения,ok,https://basket-40.wbbasket.ru/vol9604/part960472/960472797/info/ru/card.json,744.0,5.0,Блендер стационарный мощный для смузи коктейлей измельчения,,https://card.wb.ru/cards/v4/detail,2026-06-29T13:12:05+00:00,15.065,0.104,0.2132,0.205,0.108,0.14,495.0,4003048.0,393.0,3172423.0,1073620.0,46695.0,5121.0,0.4610569847804623,4.349304223095695,10.966912945711533,1.060070671378092,79.39393939393939,14.747474747474747,5661.0,16.32,75.0,-0.4367088607594937,-0.5932562807562808,0.2666666666666666,90
